,NUM_BO,DELEGACIA,RUBRICA,MES,LATITUDE,LONGITUDE
580274,2685,27º D.P.  IBIRAPUERA          ,Lesão envolvendo veículos,3,-23.626178200000002,-46.6873286
272979,7738,POLICIA MILITAR               ,Furto,3,-23.52277106,-46.69550282
598429,1696,01º D.P. DIADEMA              ,Furto,3,-23.69609847,-46.63018141
344704,673,90º D.P. PQ. NOVO MUNDO       ,Roubo,3,-23.51763385,-46.56274272
748978,788,25º D.P.  PARELHEIROS         ,Roubo,3,-23.72736973,-46.69937234
408043,1314,103º D.P. COHABII/ITAQU.      ,Furto,3,-23.46093059,-46.47609893
433161,1331,37º D.P.  CAMPO LIMPO         ,Furto,3,-23.64169472,-46.77432232
90497,276855,DELEGACIA ELETRONICA          ,Furto,3,-23.5210833,-46.52182466
432347,2647,47º D.P.  CAPAO REDONDO       ,Lesão corporal,3,-23.65382178,-46.77958304
187234,3272,73º D.P. JACANA               ,Furto,3,-23.49170798,-46.57381594
184234,1275,03º D.P. CAMPOS ELISEOS       ,Furto,3,-23.55406407,-46.62393422
273048,1883,01º D.P. OSASCO               ,Lesão corporal,3,-23.54376902,-46.81031813
707417,409042,DELEGACIA ELETRONICA          ,Furto,3,-23.51646934,-46.62505274
611852,1845,DEL.POL.ITAPEVI               ,Lesão corporal,3,-23.53609908,-47.01045061
682430,370557,DELEGACIA ELETRONICA          ,Roubo,3,-23.56019704,-46.78440087
521852,2701,20º D.P.  AGUA FRIA           ,Furto,3,-23.49987477,-46.62351293
288219,282868,DELEGACIA ELETRONICA          ,Roubo,3,-23.59372036,-46.6403125
414014,694,02º D.P. OSASCO               ,Furto,3,-23.56686299,-46.78948729
509073,1942,DEL.POL.ITAPEVI               ,Lesão corporal,3,-23.53486895,-46.97560238
93487,3743,20º D.P.  AGUA FRIA           ,Lesão corporal,3,-23.54602803,-46.63979794
171457,2349,16º D.P. VILA CLEMENTINO      ,Furto,3,-23.55602902,-46.66327496
662795,1154,41º D.P.  VILA RICA           ,Roubo,3,-23.59151582,-46.51747051
404746,315969,DELEGACIA ELETRONICA          ,Furto,3,-23.57041915,-46.70013883
106367,298238,DELEGACIA ELETRONICA          ,Furto,3,-23.660377800000003,-46.70480718
483912,1169,80º D.P. VILA JOANIZA         ,Roubo,3,-23.66689501,-46.66592333
203854,472,DEL.DEF.MUL. GUARULHOS        ,Lesão corporal,3,-23.40981057,-46.45954251
511953,362417,DELEGACIA ELETRONICA          ,Furto,3,-23.56663497,-46.58355694
655792,361197,DELEGACIA ELETRONICA          ,Furto,3,-23.54643964,-46.63241789
194038,1635,DEL.POL.COTIA                 ,Furto,3,-23.59747296,-46.91611173
196202,2237,08º D.P. BRAS                 ,Lesão envolvendo veículos,3,-23.55849329,-46.63397922
274300,413,02º D.P. CARAPICUIBA          ,Furto,3,-23.56599958,-46.84955185
435150,2559,10º D.P. PENHA DE FRANCA      ,Furto,3,-23.5321418,-46.53820072
110744,312849,DELEGACIA ELETRONICA          ,Furto,3,-23.5431853,-46.64337321
185492,1768,08º D.P. BRAS                 ,Roubo,3,-23.61075734,-46.63796448
397042,1662,DEL.POL.SUZANO                ,Roubo,3,-23.54476056,-46.29534332
369881,1547,33º D.P.  PIRITUBA            ,Lesão envolvendo veículos,3,-23.48396914,-46.75138304
304998,379788,DELEGACIA ELETRONICA          ,Furto,3,-23.50464386,-46.60664943
524091,976,02º D.P. OSASCO               ,Furto,3,-23.58110947,-46.79742697
716930,395888,DELEGACIA ELETRONICA          ,Furto,3,-23.63050196,-46.60757572
292832,1320,DEL.POL.FRANCO ROCHA          ,Roubo,3,-23.32011462,-46.73920767
698426,527,42º D.P.  PARQUE S. LUCAS     ,Roubo,3,-23.58408804,-46.5854082
95360,524,03º D.P. OSASCO               ,Lesão corporal,3,-23.51711136,-46.75852794
380880,334604,DELEGACIA ELETRONICA          ,Furto,3,-23.69548728,-46.78245053
605929,405451,DELEGACIA ELETRONICA          ,Furto,3,-23.61073473,-46.63350006
104315,298605,DELEGACIA ELETRONICA          ,Furto,3,-23.52560433,-46.34425034
163412,1063,39º D.P.  VILA GUSTAVO        ,Furto,3,-23.47101743,-46.57989927
355049,1911,53º D.P.  PARQUE DO CARMO     ,Lesão envolvendo veículos,3,-23.57339463,-46.44936813
532804,841,74º D.P. PARADA TAIPAS        ,Roubo,3,-23.45265738,-46.72842694
555275,382192,DELEGACIA ELETRONICA          ,Roubo,3,-23.65531142,-46.76082616
408708,304081,DELEGACIA ELETRONICA          ,Roubo,3,-23.67697133,-46.75831853
212006,378946,DELEGACIA ELETRONICA          ,Furto,3,-23.54853706,-46.69062275
51137,813,80º D.P. VILA JOANIZA         ,Lesão corporal,3,-23.68877887,-46.67439869
332921,358323,DELEGACIA ELETRONICA          ,Roubo,3,-23.71793853,-46.57815167
252747,729,DEL.POL.S.CAETANO DO SUL      ,Roubo,3,-23.63489648,-46.57853736
580597,2568,14º D.P. PINHEIROS            ,Furto,3,-23.57138846,-46.70780968
22652,329750,DELEGACIA ELETRONICA          ,Furto,3,-23.555836499999998,-46.66300015
640753,396001,DELEGACIA ELETRONICA          ,Roubo,3,-23.59159235,-46.79831884
546392,3326,73º D.P. JACANA               ,Roubo,3,-23.446224800000003,-46.58590736
496743,843,83º D.P. PARQUE BRISTOL       ,Roubo,4,-23.63509636,-46.61763694
74771,1641,DEL.POL.ARUJA                 ,Roubo,4,-23.51475685,-46.19525425
195395,2232,02º D.P. BOM RETIRO           ,Crimes envolvendo drogas,4,-23.53280163,-46.643867799999995
257188,532773,DELEGACIA ELETRONICA          ,Furto,4,-23.53004413,-46.66729753
663993,1237,96º D.P. MONÇÕES              ,Furto,4,-23.62154839,-46.69509989
721784,425760,DELEGACIA ELETRONICA          ,Furto,4,-23.58411684,-46.66997012
731183,3900,20º D.P.  AGUA FRIA           ,Furto,4,-23.51646934,-46.62505274
246465,3769,63º D.P. VILA JACUI           ,Lesão corporal,4,-23.54310766,-46.42514178
485811,509205,DELEGACIA ELETRONICA          ,Roubo,4,-23.69579624,-46.62550867
701016,457761,DELEGACIA ELETRONICA          ,Furto,4,-23.56744441,-46.9524026
370126,13026,POLICIA MILITAR               ,Furto,4,-23.60864577,-46.49276636
762500,424805,DELEGACIA ELETRONICA          ,Roubo,4,-23.52308185,-46.68787611
298760,1538,70º D.P. VILA EMA             ,Furto,4,-23.58275145,-46.55413872
673814,3112,03º D.P. S.BERNARDO DO CAMPO  ,Lesão corporal,4,-23.77531229,-46.52153074
258298,2162,02º D.P. BOM RETIRO           ,Roubo,4,-23.52272644,-46.65944848
720361,1691,03º D.P. DIADEMA              ,Crimes envolvendo drogas,4,-23.66608708,-46.62464412
198046,1304,62º D.P. ERMELINO MATARAZZO   ,Lesão envolvendo veículos,4,-23.49686293,-46.4871883
117647,13389,POLICIA MILITAR               ,Furto,4,-23.58941585,-46.64169229
581096,1319,77º D.P. SANTA CECILIA        ,Roubo,4,-23.53707588,-46.64319219
653007,2104,44º D.P.  GUAIANAZES          ,Roubo,4,-23.52192054,-46.432268900000004
754956,532037,DELEGACIA ELETRONICA          ,Roubo,4,-23.53893655,-46.77377158
710065,418928,DELEGACIA ELETRONICA          ,Furto,4,-23.49759789,-46.72712951
27801,1355,68º D.P. LAGEADO              ,Roubo,4,-23.52943091,-46.39473008
217986,3211,89º D.P. JARDIM TABOAO        ,Roubo,4,-23.61187834,-46.73570654
34785,2969,27º D.P.  IBIRAPUERA          ,Lesão envolvendo veículos,4,-23.57140155,-46.69400637
115625,900062,02º D.P. SUZANO               ,Lesão corporal,4,-23.51343505,-46.29919276
567028,776700,DELEGACIA ELETRONICA          ,Furto,4,-23.65800555,-46.67957811
593100,450212,DELEGACIA ELETRONICA          ,Furto,4,-23.54665869,-46.37182582
139737,525622,DELEGACIA ELETRONICA          ,Furto,4,-23.67158878,-46.58915818
117973,462564,DELEGACIA ELETRONICA          ,Roubo,4,-23.72170846,-46.62167537
701721,4083,11º D.P. SANTO AMARO          ,Roubo,4,-23.64583048,-46.71007599
340303,475962,DELEGACIA ELETRONICA          ,Furto,4,-23.66045628,-46.68970037
112423,599,08º D.P. OSASCO               ,Roubo,4,-23.56052203,-46.80447566
195338,491125,DELEGACIA ELETRONICA          ,Roubo,4,-23.64937325,-46.63488783
763375,498966,DELEGACIA ELETRONICA          ,Roubo,4,-23.47288935,-46.5625818
108034,508362,DELEGACIA ELETRONICA          ,Roubo,4,-23.69097281,-46.63101279
524594,540546,DELEGACIA ELETRONICA          ,Roubo,4,-23.42899662,-46.32872066
586429,428347,DELEGACIA ELETRONICA          ,Furto,4,-23.59864643,-46.62703333
703925,3477,01º D.P. S.B.C-DR OMAR CASSIM ,Roubo,4,-23.69705146,-46.53055107
204819,489562,DELEGACIA ELETRONICA          ,Roubo,4,-23.59994435,-46.45735775
248783,244,01º D.P. CAIEIRAS             ,Furto,4,-23.32622871,-46.75189415
733884,481926,DELEGACIA ELETRONICA          ,Furto,4,-23.60920624,-46.47646932
141554,4529,11º D.P. SANTO AMARO          ,Furto,4,-23.64333739,-46.735807
408108,550450,DELEGACIA ELETRONICA          ,Furto,4,-23.73635913,-46.71470648
412974,1343,15º D.P. DR. LUC. H BEIGUELMAN,Roubo,4,-23.53439731,-46.74360725
193710,970,03º D.P. S.JOSE RIO PRETO     ,Furto,4,-23.54613787,-46.64110215
565184,2829,89º D.P. JARDIM TABOAO        ,Lesão envolvendo veículos,4,-23.63354114,-46.73162528
690574,1102,87º D.P. V. P. BARRETO        ,Roubo,4,-23.55202012,-46.65250784
139017,539145,DELEGACIA ELETRONICA          ,Roubo,4,-23.51060628,-46.52450691
175922,437942,DELEGACIA ELETRONICA          ,Roubo,4,-23.59576209,-46.61470273
359405,436677,DELEGACIA ELETRONICA          ,Furto,4,-23.543414300000002,-46.64070111
174646,475361,DELEGACIA ELETRONICA          ,Roubo,4,-23.56105136,-46.63837159
231903,518985,DELEGACIA ELETRONICA          ,Roubo,4,-23.56448807,-46.51749296
483995,456091,DELEGACIA ELETRONICA          ,Furto,4,-23.53533,-46.63412
723716,485675,DELEGACIA ELETRONICA          ,Furto,4,-23.54901025,-46.63374091
653228,4692,27º D.P.  IBIRAPUERA          ,Roubo,4,-23.62113218,-46.652634
762370,3383,89º D.P. JARDIM TABOAO        ,Roubo,4,-23.64642652,-46.77921035
339108,467666,DELEGACIA ELETRONICA          ,Furto,4,-23.54668332,-46.63932493
571813,2537,01º D.P. DIADEMA              ,Furto,4,-23.68652616,-46.6196696
707426,1452,DEL.POL.JANDIRA               ,Roubo,4,-23.54103544,-46.9026808
102187,509236,DELEGACIA ELETRONICA          ,Furto,4,-23.54313939,-46.6440283
437589,689,29º D.P.  VILA PRUDENTE       ,Lesão corporal,4,-23.57935353,-46.55428688
7366,1763,02º D.P. S.BERNARDO DO CAMPO  ,Roubo,4,-23.68369971,-46.55516759
759469,515405,DELEGACIA ELETRONICA          ,Furto,4,-23.57875064,-46.62258283
733904,3548,49º D.P.  SAO MATEUS          ,Roubo,4,-23.61016747,-46.45051533
299948,445242,DELEGACIA ELETRONICA          ,Roubo,4,-23.66640914,-46.42376883
121667,1487,23º D.P.  PERDIZES            ,Furto,4,-23.52186674,-46.66531876
279112,1708,41º D.P.  VILA RICA           ,Roubo,4,-23.58441954,-46.50295831
82139,2827,04º D.P. GUARULHOS            ,Furto,4,-23.44291094,-46.40245551
114067,468865,DELEGACIA ELETRONICA          ,Furto,4,-23.6718822,-46.53476846
53806,535948,DELEGACIA ELETRONICA          ,Roubo,4,-23.51417274,-46.78816602
87988,463652,DELEGACIA ELETRONICA          ,Furto,4,-23.51630222,-46.57357143
618190,4124,27º D.P.  IBIRAPUERA          ,Furto,4,-23.62068045,-46.66922892
458762,1106,06º D.P. S.BERNARDO DO CAMPO  ,Roubo,4,-23.69278967,-46.54855336
293666,1411,92º D.P. P. STO ANTONIO       ,Roubo,4,-23.66990303,-46.73100068
30435,722,DEL.DEF.MUL. GUARULHOS        ,Lesão corporal,4,-23.44970862,-46.5148499
319513,660,102º D.P. SOCORRO             ,Roubo,4,-23.67650793,-46.73424274
650177,1062,40º D.P.  VILA STA MARIA      ,Roubo,4,-23.48928098,-46.67400253
346373,4580,49º D.P.  SAO MATEUS          ,Roubo,4,-23.61007505,-46.48048076
263821,839,42º D.P.  PARQUE S. LUCAS     ,Roubo,4,-23.58993036,-46.55172083
205305,4357,50º D.P.  ITAIM PAULISTA      ,Roubo,4,-23.52725731,-46.39175086
45593,432356,DELEGACIA ELETRONICA          ,Roubo,4,-23.46696958,-46.54268407
157679,3618,14º D.P. PINHEIROS            ,Roubo,4,-23.57873219,-46.80233423
709700,3025,01º D.P. S.B.C-DR OMAR CASSIM ,Roubo,4,-23.70091221,-46.55178586
8493,1012,17º D.P.  DOUTOR ALDO GALIANO ,Roubo,4,-23.57985242,-46.60175651
343948,1049,40º D.P.  VILA STA MARIA      ,Roubo,4,-23.49427257,-46.66462988
17959,2746,53º D.P.  PARQUE DO CARMO     ,Roubo,4,-23.56998214,-46.42473841
380602,3900,50º D.P.  ITAIM PAULISTA      ,Roubo,4,-23.49298294,-46.37435642
617227,2870,07º D.P. GUARULHOS            ,Lesão corporal,4,-23.42178679,-46.43883358
338180,2839,93º D.P. JAGUARÉ              ,Roubo,4,-23.58203933,-46.75552683
613752,984,40º D.P.  VILA STA MARIA      ,Roubo,4,-23.49598841,-46.66494835
479256,2141,44º D.P.  GUAIANAZES          ,Furto,4,-23.53180122,-46.42472278
636700,428845,DELEGACIA ELETRONICA          ,Roubo,4,-23.66633777,-46.85481568
46040,489964,DELEGACIA ELETRONICA          ,Furto,4,-23.59703535,-46.51831459
408238,516802,DELEGACIA ELETRONICA          ,Furto,4,-23.50758424,-46.65645769
615330,1494,DEL.POL.ITAPECERICA DA SERRA  ,Furto,4,-23.67346036,-46.74331562
403841,2277,DEL.POL.COTIA                 ,Lesão envolvendo veículos,4,-23.57561937,-46.88854445
564984,2137,33º D.P.  PIRITUBA            ,Roubo,4,-23.54118057,-46.55401937
17721,902,03º D.P. MAUA                 ,Furto,4,-23.64968506,-46.415562
608936,1561,05º D.P. ACLIMACAO            ,Furto,4,-23.55055616,-46.63434255
528241,509350,DELEGACIA ELETRONICA          ,Roubo,4,-23.55543562,-46.64569973
249610,1420,30º D.P.  TATUAPE             ,Roubo,4,-23.53800718,-46.59799745
441624,1021,02º D.P. DIADEMA              ,Lesão corporal,4,-23.68521646,-46.59908714
274537,540730,DELEGACIA ELETRONICA          ,Roubo,4,-23.49217068,-46.36872543
194724,1181,25º D.P.  PARELHEIROS         ,Roubo,4,-23.80268704,-46.73396496
187280,1356,21º D.P.  VILA MATILDE        ,Furto,4,-23.53679122,-46.52309666
444040,1195,39º D.P.  VILA GUSTAVO        ,Furto,4,-23.48341624,-46.57981431
690395,1814,03º D.P. CAMPOS ELISEOS       ,Furto,4,-23.533703600000003,-46.63158021
12280,499,02º D.P. AEROP/TUR-CONGONHAS  ,Furto,4,-23.57938767,-46.67088641
286945,4389,20º D.P.  AGUA FRIA           ,Furto,4,-23.46871521,-46.61529251
318903,2424,33º D.P.  PIRITUBA            ,Lesão envolvendo veículos,4,-23.47869494,-46.70997153
299471,3123,24º D.P.  PONTE RASA          ,Lesão corporal,4,-23.53226564,-46.49713324
94029,505761,DELEGACIA ELETRONICA          ,Furto,4,-23.54934022,-46.6337735
430735,2294,64º D.P. CID.AE CARVALHO      ,Furto,4,-23.53201829,-46.473985299999995
96283,475141,DELEGACIA ELETRONICA          ,Furto,4,-23.60914611,-46.62689276
238660,443709,DELEGACIA ELETRONICA          ,Roubo,4,-23.50375036,-46.41428698
704750,3196,01º D.P. CARAPICUIBA          ,Lesão envolvendo veículos,4,-23.52277667,-46.83680741
189553,3986,101º D.P. JDIM IMBUIAS        ,Roubo,4,-23.54827195,-46.63882686
726677,2856,53º D.P.  PARQUE DO CARMO     ,Lesão envolvendo veículos,4,-23.57048816,-46.48007628
375623,727,18º D.P.  ALTO DA MOOCA       ,Lesão corporal,4,-23.60949706,-46.61403303
146853,444860,DELEGACIA ELETRONICA          ,Furto,4,-23.40740296,-46.44579712
699650,492640,DELEGACIA ELETRONICA          ,Furto,4,-23.56211707,-46.655550399999996
157133,592264,DELEGACIA ELETRONICA          ,Roubo,5,-23.55193816,-46.63457403
257112,1748,DEL.POL.JANDIRA               ,Lesão corporal,5,-23.54543959,-46.89129546
216642,920,03º D.P. OSASCO               ,Furto,5,-23.55915257,-46.65892653
139359,648959,DELEGACIA ELETRONICA          ,Roubo,5,-23.54749864,-46.68992904
486902,658689,DELEGACIA ELETRONICA          ,Furto,5,-23.54995458,-46.71283647
188915,667196,DELEGACIA ELETRONICA          ,Furto,5,-23.5436174,-46.694152100000004
499123,592075,DELEGACIA ELETRONICA          ,Furto,5,-23.55028808,-46.56256081
592693,1087,01º D.P. ITAQUAQUECETUBA      ,Roubo,5,-23.46295572,-46.38534471
238980,2716,54º D.P.  CID. TIRADENTES     ,Furto,5,-23.59072998,-46.40549685
97848,603638,DELEGACIA ELETRONICA          ,Roubo,5,-23.59201921,-46.58491706
437826,1474,34º D.P.  MORUMBI             ,Roubo,5,-23.60090789,-46.72781581
608740,4150,69º D.P. TEOTONIO VILELA      ,Furto,5,-23.59425009,-46.50051182
68100,664793,DELEGACIA ELETRONICA          ,Furto,5,-23.50194072,-46.62471734
493246,1878,DEL.POL.FRANCISCO MORATO      ,Furto,5,-23.27865323,-46.74050843
222878,1522,96º D.P. MONÇÕES              ,Furto,5,-23.63267378,-46.69532917
545921,715351,DELEGACIA ELETRONICA          ,Furto,5,-23.54250849,-46.64001421
546917,1817,21º D.P.  VILA MATILDE        ,Roubo,5,-23.61799132,-46.50695325
187510,4780,78º D.P. JARDINS              ,Furto,5,-23.57135353,-46.64422404
626686,612626,DELEGACIA ELETRONICA          ,Furto,5,-23.45852831,-46.40524451
506101,1082,58º D.P. VILA FORMOSA         ,Roubo,5,-23.57654456,-46.53974963
731516,2054,74º D.P. PARADA TAIPAS        ,Furto,5,-23.44730785,-46.73320571
735905,1639,25º D.P.  PARELHEIROS         ,Roubo,5,-23.51646934,-46.62505274
181005,598734,DELEGACIA ELETRONICA          ,Roubo,5,-23.81176614,-46.6642609
331467,583457,DELEGACIA ELETRONICA          ,Roubo,5,-23.47510174,-46.35439061
14723,2990,56º D.P.  VILA ALPINA         ,Furto,5,-23.58394498,-46.58438364
355879,593379,DELEGACIA ELETRONICA          ,Roubo,5,-23.69995353,-46.55793987
594215,567799,DELEGACIA ELETRONICA          ,Furto,5,-23.52989725,-46.66027048
248954,1201,09º D.P. GUARULHOS            ,Furto,5,-23.42070111,-46.51071842
593088,4886,13º D.P. CASA VERDE           ,Lesão corporal,5,-23.5500538,-46.66104707
456078,663795,DELEGACIA ELETRONICA          ,Furto,5,-23.4623312,-46.53514856
383337,723,03º D.P. GUARULHOS            ,Roubo,5,-23.43215459,-46.43976459
602395,4332,89º D.P. JARDIM TABOAO        ,Roubo,5,-23.58606244,-46.74772487
647080,631922,DELEGACIA ELETRONICA          ,Furto,5,-23.49510516,-46.55032814
289440,1429,65º D.P. ARTUR ALVIM          ,Lesão envolvendo veículos,5,-23.53914678,-46.47078444
507687,4850,20º D.P.  AGUA FRIA           ,Roubo,5,-23.48399947,-46.62680528
15589,565758,DELEGACIA ELETRONICA          ,Furto,5,-23.52290068,-46.49691209
271716,3258,01º D.P. MAUA                 ,Roubo,5,-23.68592193,-46.44736162
295992,690339,DELEGACIA ELETRONICA          ,Furto,5,-23.55409338,-46.78094465
439500,565175,DELEGACIA ELETRONICA          ,Roubo,5,-23.53284359,-46.48491586
267034,657968,DELEGACIA ELETRONICA          ,Furto,5,-23.65072527,-46.70804217
651844,4477,47º D.P.  CAPAO REDONDO       ,Roubo,5,-23.65747349,-46.76423861
209213,663165,DELEGACIA ELETRONICA          ,Furto,5,-23.40782678,-46.73490404
262046,1800,96º D.P. MONÇÕES              ,Furto,5,-23.59344419,-46.68274669
329775,604194,DELEGACIA ELETRONICA          ,Furto,5,-23.59815901,-46.71973494
357468,2630,01º D.P. GUARULHOS            ,Roubo,5,-23.46298872,-46.52066811
291201,592329,DELEGACIA ELETRONICA          ,Furto,5,-23.62093278,-46.67849067
650161,3029,01º D.P. SANTO ANDRÉ          ,Furto,5,-23.68890272,-46.51520208
348144,1246,75º D.P. JARDIM ARPOADOR      ,Roubo,5,-23.5759906,-46.77966424
560074,2915,DEL.POL.FRANCO ROCHA          ,Lesão corporal,5,-23.35837461,-46.73531308
762671,5379,16º D.P. VILA CLEMENTINO      ,Roubo,5,-23.64828951,-46.623769700000004
208714,2844,64º D.P. CID.AE CARVALHO      ,Roubo,5,-23.56447879,-46.65267507
397860,652905,DELEGACIA ELETRONICA          ,Roubo,5,-23.53430262,-46.64313974
707917,610667,DELEGACIA ELETRONICA          ,Furto,5,-23.68868456,-46.71473189
6358,4590,27º D.P.  IBIRAPUERA          ,Furto,5,-23.55590518,-46.63929063
1495,615496,DELEGACIA ELETRONICA          ,Furto,5,-23.66172079,-46.68688255
157082,2115,41º D.P.  VILA RICA           ,Crimes envolvendo drogas,5,-23.59580838,-46.51270007
39767,1789,03º D.P. SANTO ANDRÉ          ,Furto,5,-23.68313906,-46.48533085
121876,2417,41º D.P.  VILA RICA           ,Roubo,5,-23.57710903,-46.51650057
34258,682201,DELEGACIA ELETRONICA          ,Roubo,5,-23.73366189,-46.69355682
51765,1522,02º D.P. OSASCO               ,Lesão envolvendo veículos,5,-23.5667878,-46.7934751
534543,682973,DELEGACIA ELETRONICA          ,Furto,5,-23.52793156,-46.67111893
174776,2808,01º D.P. OSASCO               ,Crimes envolvendo drogas,5,-23.56053376,-46.79328037
367189,674233,DELEGACIA ELETRONICA          ,Furto,5,-23.543879800000003,-46.63258319
276708,4157,78º D.P. JARDINS              ,Roubo,5,-23.54033622,-46.68497585
394749,2880,01º D.P. DIADEMA              ,Furto,5,-23.69817198,-46.61487091
415606,1004,102º D.P. SOCORRO             ,Furto,5,-23.67027172,-46.71008975
220160,4826,27º D.P.  IBIRAPUERA          ,Lesão envolvendo veículos,5,-23.57793497,-46.64565529
208530,949853,DELEGACIA ELETRONICA          ,Roubo,5,-23.57527867,-46.81408362
263665,1736,62º D.P. ERMELINO MATARAZZO   ,Furto,5,-23.60862083,-46.64247986
586607,3771,08º D.P. BRAS                 ,Lesão envolvendo veículos,5,-23.54359975,-46.58833116
211426,3243,33º D.P.  PIRITUBA            ,Lesão corporal,5,-23.49175051,-46.76162134
488654,2918,01º D.P. SE                   ,Furto,5,-23.54300306,-46.64122485
550666,562367,DELEGACIA ELETRONICA          ,Furto,5,-23.56155265,-46.55274732
573988,3591,03º D.P. S.BERNARDO DO CAMPO  ,Roubo,5,-23.56204205,-46.616878899999996
428676,3521,72º D.P. VILA PENTEADO        ,Roubo,5,-23.45857253,-46.70078179
497306,610071,DELEGACIA ELETRONICA          ,Furto,5,-23.57314434,-46.70564437
403011,1434,51º D.P.  RIO PEQUENO         ,Roubo,5,-23.57231784,-46.75121224
682865,4101,24º D.P.  PONTE RASA          ,Furto,5,-23.51504991,-46.48168397
670820,691065,DELEGACIA ELETRONICA          ,Roubo,5,-23.56663869,-46.57678281
425738,572605,DELEGACIA ELETRONICA          ,Furto,5,-23.53898368,-46.45821892
418124,3390,37º D.P.  CAMPO LIMPO         ,Roubo,5,-23.64264322,-46.74171585
523482,3774,24º D.P.  PONTE RASA          ,Roubo,5,-23.48470641,-46.47854896
256522,5753,20º D.P.  AGUA FRIA           ,Furto,5,-23.51016717,-46.67903149
639914,1925,70º D.P. VILA EMA             ,Roubo,5,-23.58845592,-46.53947523
742256,1938,70º D.P. VILA EMA             ,Furto,5,-23.60350978,-46.52613591
55689,2493,01º D.P. SE                   ,Furto,5,-23.55349043,-46.64066887
389808,5590,20º D.P.  AGUA FRIA           ,Roubo,5,-23.47873446,-46.62037706
643098,3357,26º D.P.  SACOMA              ,Roubo,5,-23.62488439,-46.61488399
707350,700270,DELEGACIA ELETRONICA          ,Roubo,5,-23.55902591,-46.66117231
607117,644122,DELEGACIA ELETRONICA          ,Furto,5,-23.52937779,-46.68446023
619790,565082,DELEGACIA ELETRONICA          ,Furto,5,-23.53298898,-46.54185204
654070,2088,DEL.POL.FERRAZ DE VASCONCELOS ,Roubo,5,-23.54341923,-46.36399141
662249,2333,54º D.P.  CID. TIRADENTES     ,Lesão corporal,5,-23.601650399999997,-46.39512656
672673,1164,45º D.P.  V BRASILANDIA       ,Furto,5,-23.53004413,-46.66729753
60945,1801,74º D.P. PARADA TAIPAS        ,Lesão corporal,5,-23.43382198,-46.72699622
264867,4220,01º D.P. S.B.C-DR OMAR CASSIM ,Furto,5,-23.69313351,-46.55803571
166417,2723,37º D.P.  CAMPO LIMPO         ,Roubo,5,-23.62527269,-46.76505735
292321,1713,03º D.P. SANTO ANDRÉ          ,Roubo,5,-23.6926466,-46.50279896
23052,1812,87º D.P. V. P. BARRETO        ,Roubo,5,-23.52452135,-46.70535344
356963,2222,DEL.POL.RIBEIRAO PIRES        ,Roubo,5,-23.69276794,-46.44036878
174010,661643,DELEGACIA ELETRONICA          ,Furto,5,-23.53784199,-46.61623618
686420,1863,77º D.P. SANTA CECILIA        ,Furto,5,-23.53744709,-46.64647503
388525,583083,DELEGACIA ELETRONICA          ,Furto,5,-23.76491928,-46.71446991
27075,2107,02º D.P. S.BERNARDO DO CAMPO  ,Roubo,5,-23.67519716,-46.55739464
524363,647915,DELEGACIA ELETRONICA          ,Roubo,5,-23.53764668,-46.45639711
16258,474,DEL.DEF.MUL. MAUA             ,Lesão corporal,5,-23.64176595,-46.43277597
629994,571662,DELEGACIA ELETRONICA          ,Furto,5,-23.70955937,-46.55242471
74068,643691,DELEGACIA ELETRONICA          ,Roubo,5,-23.695095499999997,-46.55015169
724644,667245,DELEGACIA ELETRONICA          ,Roubo,5,-23.46375946,-46.66750153
481428,2581,03º D.P. CAMPOS ELISEOS       ,Furto,5,-23.54108977,-46.64439468
381428,571672,DELEGACIA ELETRONICA          ,Furto,5,-23.63638405,-46.64129737
132149,687847,DELEGACIA ELETRONICA          ,Roubo,5,-23.55303643,-46.63472768
606882,997,102º D.P. SOCORRO             ,Roubo,5,-23.73084133,-46.70380663
493174,2271,07º D.P. LAPA                 ,Furto,5,-23.52069831,-46.69621342
173783,601626,DELEGACIA ELETRONICA          ,Roubo,5,-23.67010018,-46.62827483
431711,590305,DELEGACIA ELETRONICA          ,Roubo,5,-23.60509657,-46.92750606
60796,699,03º D.P. CARAPICUIBA          ,Roubo,5,-23.54092491,-46.82200257
107190,708781,DELEGACIA ELETRONICA          ,Furto,5,-23.55447258,-46.6614345
316692,3648,41º D.P.  VILA RICA           ,Furto,5,-23.58987463,-46.5248588
764020,1598,77º D.P. SANTA CECILIA        ,Furto,5,-23.53491604,-46.65445156
58065,4824,27º D.P.  IBIRAPUERA          ,Roubo,5,-23.65152904,-46.70509431
388146,1250,52º D.P.  PARQUE S.JORGE      ,Crimes envolvendo drogas,6,-23.52780617,-46.55989966
403765,5664,78º D.P. JARDINS              ,Lesão corporal,6,-23.59652407,-46.64949007
709617,1245,52º D.P.  PARQUE S.JORGE      ,Furto,6,-23.53306041,-46.61903462
299183,789608,DELEGACIA ELETRONICA          ,Furto,6,-23.58552131,-46.68160579999999
178012,4341,03º D.P. S.BERNARDO DO CAMPO  ,Roubo,6,-23.71736075,-46.57776058
606845,1259,42º D.P.  PARQUE S. LUCAS     ,Furto,6,-23.59747993,-46.54741133
275514,762500,DELEGACIA ELETRONICA          ,Roubo,6,-23.64699407,-46.52766169
176716,785756,DELEGACIA ELETRONICA          ,Furto,6,-23.53377611,-46.62733399
272769,3499,01º D.P. OSASCO               ,Roubo,6,-23.57083418,-46.78027835
