,NUM_BO,DELEGACIA,RUBRICA,MES,LATITUDE,LONGITUDE
540002,830916,DELEGACIA ELETRONICA          ,Roubo,6,-23.63547462,-46.78562063
61034,740320,DELEGACIA ELETRONICA          ,Roubo,6,-23.52983081,-46.46723686
422077,1329,02º D.P. SUZANO               ,Furto,6,-23.500791800000002,-46.30257493
429173,3290,74º D.P. PARADA TAIPAS        ,Lesão envolvendo veículos,6,-23.46582978,-46.69487961
497903,2359,103º D.P. COHABII/ITAQU.      ,Roubo,6,-23.55680032,-46.43386919
121819,1529,DEL.POL.CAIEIRAS              ,Furto,6,-23.34820277,-46.74325367
520669,766970,DELEGACIA ELETRONICA          ,Roubo,6,-23.49413042,-46.75782693
89611,1339,45º D.P.  V BRASILANDIA       ,Lesão envolvendo veículos,6,-23.46138938,-46.69644687
702363,1681,09º D.P. GUARULHOS            ,Lesão envolvendo veículos,6,-23.40130114,-46.52971389
185045,483,DEL.DEF.MUL. COTIA            ,Lesão corporal,6,-23.60491088,-46.93904369
677949,1221,05º D.P. SANTO ANDRÉ          ,Furto,6,-23.62586569,-46.48885872
540736,3328,05º D.P. OSASCO               ,Roubo,6,-23.54712942,-46.77300646
580188,785883,DELEGACIA ELETRONICA          ,Furto,6,-23.44574187,-46.51971092
368558,6322,50º D.P.  ITAIM PAULISTA      ,Roubo,6,-23.51128414,-46.39986013
14439,3113,44º D.P.  GUAIANAZES          ,Furto,6,-23.54714741,-46.42643586
528137,4548,08º D.P. BRAS                 ,Furto,6,-23.56526669,-46.622194799999995
279678,5504,27º D.P.  IBIRAPUERA          ,Furto,6,-23.60287446,-46.69191132
282989,709428,DELEGACIA ELETRONICA          ,Roubo,6,-23.51976388,-46.75358727
30465,2932,01º D.P. TABOÃO DA SERRA      ,Roubo,6,-23.60532037,-46.75463523
353923,6505,49º D.P.  SAO MATEUS          ,Roubo,6,-23.61072693,-46.50225076
263816,3272,91º D.P. CEASA                ,Furto,6,-23.52909924,-46.73902687
696736,5383,24º D.P.  PONTE RASA          ,Roubo,6,-23.500077800000003,-46.52201744
613530,3600,02º D.P. SANTO ANDRÉ          ,Furto,6,-23.63020675,-46.50774154
749637,9671,49º D.P.  SAO MATEUS          ,Lesão envolvendo veículos,6,-23.60396971,-46.48136846
53133,4066,08º D.P. BRAS                 ,Lesão corporal,6,-23.54388665,-46.61467654
225322,5374,27º D.P.  IBIRAPUERA          ,Lesão corporal,6,-23.61018947,-46.65930204
596088,5945,27º D.P.  IBIRAPUERA          ,Furto,6,-23.61202604,-46.66829857
673697,827436,DELEGACIA ELETRONICA          ,Furto,6,-23.52838392,-46.67027691
410946,703830,DELEGACIA ELETRONICA          ,Furto,6,-23.5329492,-46.56159667
315898,1451,42º D.P.  PARQUE S. LUCAS     ,Roubo,6,-23.60428264,-46.557187799999994
379925,4095,26º D.P.  SACOMA              ,Roubo,6,-23.62230407,-46.60778605
80521,2206,100º D.P. JDIM HERCULANO      ,Roubo,6,-23.68754659,-46.77086884
495263,824556,DELEGACIA ELETRONICA          ,Furto,6,-23.47036729,-46.649392
375131,640,DEL.DEF.MUL. TABOAO DA SERRA  ,Lesão corporal,6,-23.63058694,-46.77999067
552014,1685,40º D.P.  VILA STA MARIA      ,Roubo,6,-23.50096503,-46.67044456
172003,730676,DELEGACIA ELETRONICA          ,Furto,6,-23.57060387,-46.64515781
679392,750563,DELEGACIA ELETRONICA          ,Roubo,6,-23.68760698,-46.59288711
718615,769318,DELEGACIA ELETRONICA          ,Furto,6,-23.53818908,-46.53319706
316017,557,07º D.P. OSASCO               ,Roubo,6,-23.62854688,-46.76797453
382428,5458,27º D.P.  IBIRAPUERA          ,Roubo,6,-23.48330172,-46.6736654
633445,2637,04º D.P. SANTO ANDRÉ          ,Roubo,6,-23.65939474,-46.52718556
84630,1432,08º D.P. GUARULHOS            ,Furto,6,-23.46100511,-46.47220659
400361,1320,52º D.P.  PARQUE S.JORGE      ,Roubo,6,-23.51935238,-46.63475394
690293,5104,69º D.P. TEOTONIO VILELA      ,Roubo,6,-23.61950304,-46.50883725
319291,5387,63º D.P. VILA JACUI           ,Lesão corporal,6,-23.53851629,-46.56530498
414660,739856,DELEGACIA ELETRONICA          ,Roubo,6,-23.44044779,-46.43901657
390554,73,DEL.SEC.7ª ITAQUERA           ,Furto,6,-23.50252348,-46.37094276
670115,776003,DELEGACIA ELETRONICA          ,Roubo,6,-23.57177443,-46.50398491
387720,3787,DEL.POL.ITAPEVI               ,Roubo,6,-23.54339683,-46.92181356
699076,757358,DELEGACIA ELETRONICA          ,Roubo,6,-23.60973041,-46.5533912
305414,6733,50º D.P.  ITAIM PAULISTA      ,Furto,6,-23.49834752,-46.399620899999995
682832,4075,26º D.P.  SACOMA              ,Roubo,6,-23.61808381,-46.61596765
175339,1760,06º D.P. S.BERNARDO DO CAMPO  ,Crimes envolvendo drogas,6,-23.74057401,-46.52215685
517410,2490,06º D.P. CAMBUCI              ,Lesão envolvendo veículos,6,-23.57967091,-46.62572498
287948,785335,DELEGACIA ELETRONICA          ,Roubo,6,-23.50665135,-46.45767416
150478,4582,89º D.P. JARDIM TABOAO        ,Roubo,6,-23.6138797,-46.74405344
713111,5982,01º D.P. CARAPICUIBA          ,Furto,6,-23.52495658,-46.84445587
81845,3041,93º D.P. JAGUARÉ              ,Furto,6,-23.54196838,-46.73080988
504576,763238,DELEGACIA ELETRONICA          ,Furto,6,-23.58808312,-46.74067455
437444,4489,72º D.P. VILA PENTEADO        ,Roubo,6,-23.4951511,-46.687694
539036,740260,DELEGACIA ELETRONICA          ,Furto,6,-23.57553332,-46.68727367
114116,5182,47º D.P.  CAPAO REDONDO       ,Lesão envolvendo veículos,6,-23.65042856,-46.78406951
508719,805405,DELEGACIA ELETRONICA          ,Furto,6,-23.49038101,-46.5549578
73630,2495,80º D.P. VILA JOANIZA         ,Roubo,6,-23.69511308,-46.66164731
581452,5053,14º D.P. PINHEIROS            ,Furto,6,-23.55061075,-46.72509978
281948,701072,DELEGACIA ELETRONICA          ,Furto,6,-23.55941533,-46.65861313
222977,5543,78º D.P. JARDINS              ,Furto,6,-23.61531438,-46.63568579
236679,1840,68º D.P. LAGEADO              ,Roubo,6,-23.53853736,-46.39557998
70871,19886,POLICIA MILITAR               ,Furto,6,-23.67857238,-46.73515703
217306,1910,DEL.POL.S.CAETANO DO SUL      ,Furto,6,-23.60828193,-46.56800952
505896,793312,DELEGACIA ELETRONICA          ,Furto,6,-23.53354884,-46.54336334
634546,812467,DELEGACIA ELETRONICA          ,Furto,6,-23.55915257,-46.65892653
142082,727631,DELEGACIA ELETRONICA          ,Furto,6,-23.61859985,-46.46296597
654213,3075,54º D.P.  CID. TIRADENTES     ,Furto,6,-23.58638285,-46.40926385
136919,2007,87º D.P. V. P. BARRETO        ,Furto,6,-23.48857843,-46.72827126
78320,6348,11º D.P. SANTO AMARO          ,Roubo,6,-23.64172608,-46.71713853
348915,3449,DEL.POL.FRANCO ROCHA          ,Roubo,6,-23.312486,-46.72474579
717551,721309,DELEGACIA ELETRONICA          ,Furto,6,-23.65180629,-46.72174092
414700,5166,89º D.P. JARDIM TABOAO        ,Roubo,6,-23.64270414,-46.73510425
428156,6263,49º D.P.  SAO MATEUS          ,Roubo,6,-23.61848748,-46.4604315
353822,778190,DELEGACIA ELETRONICA          ,Roubo,6,-23.55747918,-46.66663731
265048,2444,04º D.P. CONSOLAÇÃO           ,Roubo,6,-23.54729384,-46.64980977
375534,760182,DELEGACIA ELETRONICA          ,Furto,6,-23.57192672,-46.64349976
749881,721453,DELEGACIA ELETRONICA          ,Furto,6,-23.56059278,-46.79897973
648635,1801,51º D.P.  RIO PEQUENO         ,Furto,6,-23.56486496,-46.76364453
634671,703427,DELEGACIA ELETRONICA          ,Roubo,6,-23.64171144,-46.79039084
587342,5733,13º D.P. CASA VERDE           ,Lesão envolvendo veículos,6,-23.50761473,-46.650633500000005
382387,822188,DELEGACIA ELETRONICA          ,Roubo,6,-23.49535057,-46.36843426
117374,1056,02º D.P. CARAPICUIBA          ,Roubo,6,-23.56435072,-46.83574526
726893,925905,DELEGACIA ELETRONICA          ,Furto,6,-23.54364078,-46.63254172
91208,743194,DELEGACIA ELETRONICA          ,Furto,6,-23.48074697,-46.55120982
654040,4609,98º D.P. JARDIM MIRIAM        ,Roubo,6,-23.681560100000002,-46.63824847
476885,10418,01º D.P. S.B.C-DR OMAR CASSIM ,Lesão envolvendo veículos,6,-23.69617901,-46.55060784
531965,5419,63º D.P. VILA JACUI           ,Roubo,6,-23.48116039,-46.43101561
556515,766445,DELEGACIA ELETRONICA          ,Furto,6,-23.52432641,-46.84416303
124850,832137,DELEGACIA ELETRONICA          ,Roubo,6,-23.64629563,-46.60385856
477878,755683,DELEGACIA ELETRONICA          ,Furto,6,-23.50537813,-46.67306084
245865,5293,07º D.P. GUARULHOS            ,Lesão corporal,6,-23.42033135,-46.43246899
326812,2041,68º D.P. LAGEADO              ,Roubo,6,-23.52827548,-46.397069
527206,818066,DELEGACIA ELETRONICA          ,Furto,6,-23.64600798,-46.64491762
687897,1703,51º D.P.  RIO PEQUENO         ,Roubo,6,-23.57457901,-46.74828777
30445,2341,DEL.POL.ARUJA                 ,Crime sexual,6,-23.38572016,-46.30000306
562712,1986,62º D.P. ERMELINO MATARAZZO   ,Furto,6,-23.48885062,-46.48960991
241210,772935,DELEGACIA ELETRONICA          ,Roubo,6,-23.74073661,-46.70628243
654354,753069,DELEGACIA ELETRONICA          ,Furto,6,-23.5915687,-46.63178193
596412,2449,21º D.P.  VILA MATILDE        ,Furto,6,-23.53899402,-46.60652553
516011,781894,DELEGACIA ELETRONICA          ,Furto,6,-23.55585507,-46.38669285
279815,3542,56º D.P.  VILA ALPINA         ,Lesão corporal,6,-23.58741935,-46.53298659
215750,835451,DELEGACIA ELETRONICA          ,Furto,6,-23.62615818,-46.78167971
340101,2410,62º D.P. ERMELINO MATARAZZO   ,Roubo,7,-23.51126457,-46.43416101
544500,937986,DELEGACIA ELETRONICA          ,Furto,7,-23.68096567,-46.45447006
600938,1562,06º D.P. OSASCO               ,Roubo,7,-23.54296163,-46.78774877
601132,891143,DELEGACIA ELETRONICA          ,Furto,7,-23.57242095,-46.69004599
716391,1576,67º D.P. JARDIM ROBRU         ,Roubo,7,-23.53126857,-46.41890915
70088,4784,02º D.P. BOM RETIRO           ,Lesão corporal,7,-23.53875467,-46.64070541
595212,955645,DELEGACIA ELETRONICA          ,Furto,7,-23.53335924,-46.6853384
49907,941422,DELEGACIA ELETRONICA          ,Furto,7,-23.56375177,-46.60320047
218756,20966,POLICIA MILITAR               ,Furto,7,-23.64547893,-46.71186775
438215,4207,91º D.P. CEASA                ,Lesão corporal,7,-23.52042777,-46.74609038
741338,5834,89º D.P. JARDIM TABOAO        ,Furto,7,-23.62308241,-46.73387143
571148,900284,06º D.P. METROPOLITANO        ,Lesão corporal,7,-23.55447258,-46.6614345
730526,883804,DELEGACIA ELETRONICA          ,Furto,7,-23.66483777,-46.43134025
587993,3899,DEL.POL.COTIA                 ,Roubo,7,-23.59072629,-46.82610494
697016,3352,41º D.P.  VILA RICA           ,Furto,7,-23.56282014,-46.51819064
424985,6937,63º D.P. VILA JACUI           ,Roubo,7,-23.49357737,-46.45617282
251223,4123,01º D.P. OSASCO               ,Roubo,7,-23.58256906,-46.79718248
675682,908265,DELEGACIA ELETRONICA          ,Roubo,7,-23.60685222,-46.48911748
251706,901446,DELEGACIA ELETRONICA          ,Furto,7,-23.51829788,-46.62512083
660015,4256,01º D.P. DIADEMA              ,Roubo,7,-23.67673274,-46.62920989
228741,2845,02º D.P. S.BERNARDO DO CAMPO  ,Lesão envolvendo veículos,7,-23.68207368,-46.56776252
723342,836226,DELEGACIA ELETRONICA          ,Furto,7,-23.67007639,-46.47478819
450714,864914,DELEGACIA ELETRONICA          ,Furto,7,-23.49613029,-46.37161209
381487,1810,59º D.P. JARDIM DOS IPES      ,Furto,7,-23.54816549,-46.61487652
454854,2058,06º D.P. S.BERNARDO DO CAMPO  ,Roubo,7,-23.72939505,-46.538518599999996
155538,4962,04º D.P. GUARULHOS            ,Roubo,7,-23.46241803,-46.40780503
722298,2327,39º D.P.  VILA GUSTAVO        ,Roubo,7,-23.528998100000003,-46.61959752
564117,933685,DELEGACIA ELETRONICA          ,Furto,7,-23.64215559,-46.7325516
565596,7153,11º D.P. SANTO AMARO          ,Furto,7,-23.65480141,-46.71391439
709499,5590,89º D.P. JARDIM TABOAO        ,Roubo,7,-23.6192042,-46.73284435
342397,3563,41º D.P.  VILA RICA           ,Roubo,7,-23.58062761,-46.52316205
458363,927881,DELEGACIA ELETRONICA          ,Roubo,7,-23.69868846,-46.48344512
691642,6566,47º D.P.  CAPAO REDONDO       ,Roubo,7,-23.64173063,-46.76636662
324888,2857,DEL.POL.FRANCISCO MORATO      ,Roubo,7,-23.28222109,-46.74119528
505307,855,DEL.DEF.MUL. OSASCO           ,Lesão corporal,7,-23.55066067,-46.77569328
6872,4344,26º D.P.  SACOMA              ,Roubo,7,-23.64127089,-46.6069984
47823,909040,DELEGACIA ELETRONICA          ,Roubo,7,-23.49995362,-46.490375
85504,3237,35º D.P.  JABAQUARA           ,Roubo,7,-23.63671039,-46.65615729
360625,896961,DELEGACIA ELETRONICA          ,Roubo,7,-23.46809911,-46.51554196
534733,943397,DELEGACIA ELETRONICA          ,Furto,7,-23.67220578,-46.64519766
727427,4299,05º D.P. OSASCO               ,Roubo,7,-23.54703927,-46.77515978
525560,6032,14º D.P. PINHEIROS            ,Roubo,7,-23.57268824,-46.74307165
589183,1692,67º D.P. JARDIM ROBRU         ,Roubo,7,-23.51501904,-46.42444988
550968,2914,DEL.POL.RIBEIRAO PIRES        ,Lesão envolvendo veículos,7,-23.68242795,-46.36792003
197336,3284,93º D.P. JAGUARÉ              ,Furto,7,-23.56832892,-46.75592293
230053,948570,DELEGACIA ELETRONICA          ,Furto,7,-23.60186498,-46.51179989
96434,996042,DELEGACIA ELETRONICA          ,Furto,7,-23.54802163,-46.64272306
494251,1035344,DELEGACIA ELETRONICA          ,Furto,7,-23.43645109,-46.585358500000005
149275,4404,DEL.POL.BARUERI               ,Lesão corporal,7,-23.49438714,-46.9531888
162800,897615,DELEGACIA ELETRONICA          ,Roubo,7,-23.48407385,-46.38429808
748134,1883,02º D.P. BARUERI              ,Furto,7,-23.50853914,-46.833180299999995
46615,3416,03º D.P. CAMPOS ELISEOS       ,Roubo,7,-23.53409522,-46.63713855
373322,2871,05º D.P. ACLIMACAO            ,Furto,7,-23.52164968,-46.63607385
2702,6071,89º D.P. JARDIM TABOAO        ,Roubo,7,-23.54550199,-46.63485434
142260,852330,DELEGACIA ELETRONICA          ,Roubo,7,-23.7548201,-46.675016299999996
675290,491,DHPP DIV. HOMICIDIOS          ,Homicídio doloso,7,-23.75523139,-46.66041326
353038,2412,43º D.P.  CIDADE ADEMAR       ,Furto,7,-23.67461449,-46.65402329999999
502430,3460,DEL.POL.SUZANO                ,Lesão corporal,7,-23.52855885,-46.31154618
617401,3912,01º D.P. OSASCO               ,Furto,7,-23.53748764,-46.80365928
383774,4116,56º D.P.  VILA ALPINA         ,Furto,7,-23.59058394,-46.56999774
261325,1355,08º D.P. GUARULHOS            ,Lesão corporal,7,-23.46409958,-46.48509093
47937,871340,DELEGACIA ELETRONICA          ,Roubo,7,-23.66364853,-46.54807447
191685,2267,19º D.P.  VILA MARIA          ,Roubo,7,-23.56997667,-46.69125777
555794,2723,70º D.P. VILA EMA             ,Roubo,7,-23.5968753,-46.53210959
57970,5047,53º D.P.  PARQUE DO CARMO     ,Roubo,7,-23.55858328,-46.47514347
733042,3791,23º D.P.  PERDIZES            ,Furto,7,-23.53176023,-46.66416093
688674,2555,57º D.P. PARQUE DA MOOCA      ,Roubo,7,-23.56263067,-46.58595521
608913,6079,24º D.P.  PONTE RASA          ,Furto,7,-23.50716638,-46.48271036
301750,963233,DELEGACIA ELETRONICA          ,Furto,7,-23.45656471,-46.61434033
6011,856,01ª DEL.DEF.MUL. CENTRO       ,Crime sexual,7,-23.48798097,-46.63060413
579697,3559,03º D.P. CAMPOS ELISEOS       ,Roubo,7,-23.54210389,-46.63607991
530638,1673,02º D.P. BARUERI              ,Roubo,7,-23.52048394,-46.91079217
698611,856200,DELEGACIA ELETRONICA          ,Furto,7,-23.65594749,-46.71948709
454424,3547,99º D.P.  CAMPO GRANDE        ,Lesão envolvendo veículos,7,-23.66361898,-46.69134705
336763,900126,04º D.P. SANTO ANDRÉ          ,Lesão corporal,7,-23.651701,-46.53820005
761335,937818,DELEGACIA ELETRONICA          ,Roubo,7,-23.50584405,-46.80110762
361798,886039,DELEGACIA ELETRONICA          ,Roubo,7,-23.48691409,-46.357649200000004
587964,1005083,DELEGACIA ELETRONICA          ,Furto,7,-23.669497399999997,-46.51398549
4722,2775,46º D.P.  PERUS               ,Lesão envolvendo veículos,7,-23.44740296,-46.75591875
376001,1016177,DELEGACIA ELETRONICA          ,Roubo,7,-23.51213589,-46.33812129
699389,962967,DELEGACIA ELETRONICA          ,Furto,7,-23.59722073,-46.64131967
371571,946070,DELEGACIA ELETRONICA          ,Furto,7,-23.48202601,-46.37285541
677212,5045,04º D.P. GUARULHOS            ,Crimes envolvendo drogas,7,-23.47097769,-46.43367678
185087,945192,DELEGACIA ELETRONICA          ,Furto,7,-23.24994653,-46.60231209
649535,846598,DELEGACIA ELETRONICA          ,Roubo,7,-23.59630043,-46.52264101
159779,1086637,DELEGACIA ELETRONICA          ,Roubo,7,-23.64192086,-46.52788856
471476,7913,49º D.P.  SAO MATEUS          ,Crimes envolvendo drogas,7,-23.60380707,-46.41167027
773537,3592,64º D.P. CID.AE CARVALHO      ,Furto,7,-23.53192957,-46.45195135
10375,960018,DELEGACIA ELETRONICA          ,Roubo,7,-23.71900502,-46.61256391
66168,910505,DELEGACIA ELETRONICA          ,Furto,7,-23.54245509,-46.61578905
7898,3172,02º D.P. MOGI DAS CRUZES      ,Furto,7,-23.5451307,-46.23880334
371262,910934,DELEGACIA ELETRONICA          ,Roubo,7,-23.44955467,-46.734813200000005
592125,3592,DEL.POL.SUZANO                ,Furto,7,-23.54531426,-46.31359283
683004,6299,10º D.P. PENHA DE FRANCA      ,Roubo,7,-23.51774489,-46.53945554
224633,21833,POLICIA MILITAR               ,Furto,7,-23.49943316,-46.55949999
731073,880609,DELEGACIA ELETRONICA          ,Furto,7,-23.54870103,-46.76746361
513312,1999,19º D.P.  VILA MARIA          ,Roubo,7,-23.45599626,-46.59653045
244997,6214,101º D.P. JDIM IMBUIAS        ,Furto,7,-23.65205448,-46.68734323
471670,3271,09º D.P. - CARANDIRU          ,Furto,7,-23.51467984,-46.59861461
299508,1646,05º D.P. SANTO ANDRÉ          ,Crimes envolvendo drogas,7,-23.62031316,-46.48745873
599399,2793,70º D.P. VILA EMA             ,Roubo,7,-23.59650908,-46.59744791
260708,7971,16º D.P. VILA CLEMENTINO      ,Furto,7,-23.60030511,-46.6471827
199802,6868,63º D.P. VILA JACUI           ,Roubo,7,-23.50549679,-46.45705246
5038,895827,DELEGACIA ELETRONICA          ,Furto,7,-23.56703956,-46.70151968
416790,3544,01º D.P. TABOÃO DA SERRA      ,Lesão corporal,7,-23.62004918,-46.77702734
595511,965731,DELEGACIA ELETRONICA          ,Roubo,7,-23.45168194,-46.46578083
100773,3809,DEL.POL.FRANCO ROCHA          ,Furto,7,-23.31742495,-46.70319134
233845,3867,64º D.P. CID.AE CARVALHO      ,Roubo,7,-23.52284024,-46.44293624
645544,836312,DELEGACIA ELETRONICA          ,Roubo,7,-23.56687573,-46.80846635
450660,904255,DELEGACIA ELETRONICA          ,Furto,7,-23.45686632,-46.51666265
222405,706,DEL.DEF.MUL. TABOAO DA SERRA  ,Lesão corporal,7,-23.63197161,-46.80557877
496810,867711,DELEGACIA ELETRONICA          ,Roubo,7,-23.52809743,-46.76487662
147455,1808,09º D.P. GUARULHOS            ,Roubo,7,-23.42649003,-46.49679115
467097,6677,101º D.P. JDIM IMBUIAS        ,Roubo,7,-23.74833004,-46.66795433
55194,3654,35º D.P.  JABAQUARA           ,Roubo,7,-23.61282252,-46.64444522
501526,1407,02º D.P. CARAPICUIBA          ,Lesão envolvendo veículos,7,-23.54468209,-46.84975217
627942,6333,24º D.P.  PONTE RASA          ,Furto,7,-23.50492467,-46.46402554
12510,3820,01º D.P. OSASCO               ,Roubo,7,-23.5338998,-46.7994445
28790,943625,DELEGACIA ELETRONICA          ,Roubo,7,-23.47831905,-46.39080378
266330,1525,06º D.P. GUARULHOS            ,Roubo,7,-23.44085541,-46.52201339
485187,522,DHPP DIV. HOMICIDIOS          ,Roubo,8,-23.65365655,-46.75647172
571219,7889,13º D.P. CASA VERDE           ,Roubo,8,-23.53428298,-46.66219333
638035,3705,DEL.POL.FERRAZ DE VASCONCELOS ,Roubo,8,-23.54745656,-46.36603667
595275,2619,85º D.P. JARDIM MIRNA         ,Lesão corporal,8,-23.77069802,-46.6852425
317009,7360,13º D.P. CASA VERDE           ,Roubo,8,-23.49783142,-46.64203226
375069,2988,99º D.P.  CAMPO GRANDE        ,Furto,8,-23.67280924,-46.69016355
281194,1073363,DELEGACIA ELETRONICA          ,Roubo,8,-23.57723668,-46.48632045
394185,1251,04º D.P. OSASCO               ,Lesão corporal,8,-23.51751658,-46.79936527
160220,3283,80º D.P. VILA JOANIZA         ,Crimes envolvendo drogas,8,-23.68549262,-46.66695836
480585,5524,04º D.P. GUARULHOS            ,Furto,8,-23.44100061,-46.41729561
412605,8548,49º D.P.  SAO MATEUS          ,Roubo,8,-23.61767202,-46.45787922
402685,8317,78º D.P. JARDINS              ,Furto,8,-23.54829911,-46.65042908
409309,4537,DEL.POL.BARUERI               ,Furto,8,-23.53971871,-46.8881472
596519,9801,73º D.P. JACANA               ,Furto,8,-23.43539123,-46.5731083
75731,2333,19º D.P.  VILA MARIA          ,Furto,8,-23.48540184,-46.65743112
294767,3301,09º D.P. - CARANDIRU          ,Furto,8,-23.51689889,-46.61380691
30120,8324,11º D.P. SANTO AMARO          ,Roubo,8,-23.64407408,-46.74366869
113265,1114336,DELEGACIA ELETRONICA          ,Roubo,8,-23.6513883,-46.57663932
334515,5639,53º D.P.  PARQUE DO CARMO     ,Furto,8,-23.56640859,-46.46599006
263606,3483,05º D.P. ACLIMACAO            ,Furto,8,-23.56083804,-46.63143811
45454,3190,02º D.P. S.BERNARDO DO CAMPO  ,Furto,8,-23.59490872,-46.59201401
611382,4103,01º D.P. TABOÃO DA SERRA      ,Furto,8,-23.61696941,-46.79265482
200277,3401,80º D.P. VILA JOANIZA         ,Roubo,8,-23.68047136,-46.645469399999996
344612,2573,68º D.P. LAGEADO              ,Roubo,8,-23.55088066,-46.39509941
101713,2862,66º D.P. JDIM ARICANDUVA      ,Roubo,8,-23.55517453,-46.47030812
665520,988243,DELEGACIA ELETRONICA          ,Roubo,8,-23.67541826,-46.46997703
590755,1024059,DELEGACIA ELETRONICA          ,Furto,8,-23.53209625,-46.66221914
513331,3892,10º D.P. OSASCO               ,Furto,8,-23.48723574,-46.79015017
631178,1081340,DELEGACIA ELETRONICA          ,Furto,8,-23.6197145,-46.48650793
218736,996249,DELEGACIA ELETRONICA          ,Furto,8,-23.50444207,-46.80285956
733690,1051913,DELEGACIA ELETRONICA          ,Furto,8,-23.55124576,-46.68652229
619919,1019841,DELEGACIA ELETRONICA          ,Roubo,8,-23.53867367,-46.77888127
716858,4534,DEL.POL.SUZANO                ,Roubo,8,-23.62276966,-46.30780783
163512,995233,DELEGACIA ELETRONICA          ,Furto,8,-23.58474839,-46.71853235
545072,4767,56º D.P.  VILA ALPINA         ,Roubo,8,-23.60530598,-46.52772692
543074,7028,78º D.P. JARDINS              ,Furto,8,-23.64871487,-46.65250754
382017,8668,11º D.P. SANTO AMARO          ,Roubo,8,-23.66251258,-46.67898817
349089,2943,99º D.P.  CAMPO GRANDE        ,Roubo,8,-23.68337173,-46.68533627
417846,7674,78º D.P. JARDINS              ,Furto,8,-23.5674215,-46.64597744
599818,1904,DEL.POL.CAIEIRAS              ,Furto,8,-23.54594419,-46.63877145
347374,1009516,DELEGACIA ELETRONICA          ,Furto,8,-23.54779598,-46.63946372
377748,1031582,DELEGACIA ELETRONICA          ,Roubo,8,-23.48120458,-46.35432903
462200,3863,10º D.P. OSASCO               ,Furto,8,-23.50665182,-46.76838529
222830,8401,16º D.P. VILA CLEMENTINO      ,Roubo,8,-23.59982086,-46.61373979
758398,988849,DELEGACIA ELETRONICA          ,Furto,8,-23.51307466,-46.48867518
706831,4347,56º D.P.  VILA ALPINA         ,Furto,8,-23.59780711,-46.56115954
670129,2660,22º D.P.  SAO MIGUEL PTA      ,Furto,8,-23.49521727,-46.44455948
313727,2742,DEL.POL.EMBU DAS ARTES        ,Lesão corporal,8,-23.68220938,-46.85207808
138597,3212,15º D.P. DR. LUC. H BEIGUELMAN,Roubo,8,-23.52542407,-46.595340500000006
161904,1125080,DELEGACIA ELETRONICA          ,Roubo,8,-23.60824857,-46.63162386
773198,1024070,DELEGACIA ELETRONICA          ,Roubo,8,-23.49298073,-46.38336674
422692,475,01º D.P. S.CAETANO DO SUL     ,Furto,8,-23.6170609,-46.55149189
242674,4565,DEL.POL.BARUERI               ,Furto,8,-23.50890116,-46.85711114
395095,1048543,DELEGACIA ELETRONICA          ,Furto,8,-23.77090355,-46.68734166
292672,4146,37º D.P.  CAMPO LIMPO         ,Roubo,8,-23.64074144,-46.74684453
631697,2939,70º D.P. VILA EMA             ,Furto,8,-23.58932603,-46.5427795
445192,1032847,DELEGACIA ELETRONICA          ,Furto,8,-23.60131023,-46.79298123
283969,981127,DELEGACIA ELETRONICA          ,Roubo,8,-23.49269034,-46.55234605
696282,4456,01º D.P. OSASCO               ,Furto,8,-23.54285184,-46.80874858
192864,3579,31º D.P.  VILA CARRAO         ,Roubo,8,-23.55380886,-46.63523792
127123,1044005,DELEGACIA ELETRONICA          ,Roubo,8,-23.54775396,-46.65434434
489599,1040409,DELEGACIA ELETRONICA          ,Furto,8,-23.52883638,-46.72616412
92350,7924,01º D.P. CARAPICUIBA          ,Furto,8,-23.52155504,-46.85222149
100924,1120913,DELEGACIA ELETRONICA          ,Furto,8,-23.60099224,-46.66302003
71796,1083984,DELEGACIA ELETRONICA          ,Furto,8,-23.59296435,-46.63520932
608984,5050,DEL.POL.ITAPEVI               ,Lesão corporal,8,-23.5256494,-46.97818502
397283,1112132,DELEGACIA ELETRONICA          ,Roubo,8,-23.55865814,-46.91197371
650689,1083095,DELEGACIA ELETRONICA          ,Roubo,8,-23.62458273,-46.48674371
773377,1064963,DELEGACIA ELETRONICA          ,Furto,8,-23.53809217,-46.88720678
768341,4633,DEL.POL.COTIA                 ,Lesão envolvendo veículos,8,-23.59278995,-46.83941283
487224,984272,DELEGACIA ELETRONICA          ,Furto,8,-23.690722100000002,-46.57914177
34185,8170,20º D.P.  AGUA FRIA           ,Roubo,8,-23.51620029,-46.61382772
388404,1106956,DELEGACIA ELETRONICA          ,Roubo,8,-23.54146131,-46.62810476
487610,1033713,DELEGACIA ELETRONICA          ,Furto,8,-23.737455999999998,-46.59126075
743706,904,DEL.DEF.MUL. OSASCO           ,Lesão corporal,8,-23.56136325,-46.79977788
480976,2322,90º D.P. PQ. NOVO MUNDO       ,Roubo,8,-23.5243552,-46.58127005
101681,1005439,DELEGACIA ELETRONICA          ,Furto,8,-23.47789569,-46.35216671
424204,7835,101º D.P. JDIM IMBUIAS        ,Roubo,8,-23.79215857,-46.73173964
167261,4067,02º D.P. GUARULHOS            ,Roubo,8,-23.48075484,-46.56224693
478102,1068361,DELEGACIA ELETRONICA          ,Roubo,8,-23.53992899,-46.48508736
